date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:55:53	38111/38111	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Dec%202018%2002:29:11%20GMT	http://inventheme.com/themeforest/alexio/	C:/wamp64/www/personal2/inventheme.com/themeforest/alexio/index.html	(from )
11:55:54	67/67	---MC-	200	added ('OK')	text/plain	date:Wed,%2008%20Jan%202020%2003:55:52%20GMT	http://inventheme.com/robots.txt		(from )
11:55:55	34734/34734	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Dec%202018%2002:29:59%20GMT	http://inventheme.com/themeforest/alexio/static/plugin/font-awesome/css/fontawesome-all.min.css	C:/wamp64/www/personal2/inventheme.com/themeforest/alexio/static/plugin/font-awesome/css/fontawesome-all.min.css	(from http://inventheme.com/themeforest/alexio/)
11:55:57	16435/16435	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Dec%202018%2002:29:50%20GMT	http://inventheme.com/themeforest/alexio/static/plugin/themify-icons/themify-icons.css	C:/wamp64/www/personal2/inventheme.com/themeforest/alexio/static/plugin/themify-icons/themify-icons.css	(from http://inventheme.com/themeforest/alexio/)
11:56:00	140936/140936	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Dec%202018%2002:29:55%20GMT	http://inventheme.com/themeforest/alexio/static/plugin/bootstrap/css/bootstrap.min.css	C:/wamp64/www/personal2/inventheme.com/themeforest/alexio/static/plugin/bootstrap/css/bootstrap.min.css	(from http://inventheme.com/themeforest/alexio/)
11:56:01	2936/2936	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Dec%202018%2002:30:25%20GMT	http://inventheme.com/themeforest/alexio/static/plugin/owl-carousel/css/owl.carousel.min.css	C:/wamp64/www/personal2/inventheme.com/themeforest/alexio/static/plugin/owl-carousel/css/owl.carousel.min.css	(from http://inventheme.com/themeforest/alexio/)
11:56:02	6951/6951	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Dec%202018%2002:29:46%20GMT	http://inventheme.com/themeforest/alexio/static/plugin/magnific/magnific-popup.css	C:/wamp64/www/personal2/inventheme.com/themeforest/alexio/static/plugin/magnific/magnific-popup.css	(from http://inventheme.com/themeforest/alexio/)
11:56:02	3529/3529	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Dec%202018%2002:30:21%20GMT	http://inventheme.com/themeforest/alexio/static/plugin/nav/css/component.css	C:/wamp64/www/personal2/inventheme.com/themeforest/alexio/static/plugin/nav/css/component.css	(from http://inventheme.com/themeforest/alexio/)
11:56:04	67318/67318	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Dec%202018%2002:29:15%20GMT	http://inventheme.com/themeforest/alexio/static/css/styles.css	C:/wamp64/www/personal2/inventheme.com/themeforest/alexio/static/css/styles.css	(from http://inventheme.com/themeforest/alexio/)
11:56:05	269/269	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Dec%202018%2002:29:42%20GMT	http://inventheme.com/themeforest/alexio/static/css/color/default.css	C:/wamp64/www/personal2/inventheme.com/themeforest/alexio/static/css/color/default.css	(from http://inventheme.com/themeforest/alexio/)
11:56:05	4682/4682	---M--	200	added ('OK')	application/javascript	date:Fri,%2014%20Dec%202018%2002:30:23%20GMT	http://inventheme.com/themeforest/alexio/static/plugin/nav/js/modernizr-custom.js	C:/wamp64/www/personal2/inventheme.com/themeforest/alexio/static/plugin/nav/js/modernizr-custom.js	(from http://inventheme.com/themeforest/alexio/)
11:56:06	1150/1150	---M--	200	added ('OK')	image/x-icon	date:Fri,%2014%20Dec%202018%2002:29:10%20GMT	http://inventheme.com/themeforest/alexio/favicon.ico	C:/wamp64/www/personal2/inventheme.com/themeforest/alexio/favicon.ico	(from http://inventheme.com/themeforest/alexio/)
